Galaxy,Rad_kpc,Vobs,errV,Vgas,Vdisk,Vbulge,Rad_meters,V_baryonic_sq,V_baryonic,Accel,Exponent,Nu,V_calculated
NGC4013,25.2,176.0,5.0,30.17,106.26,51.31,7.77672e+20,7315.224602000001,85.52908629232515,9.406568067257147e-12,0.2269421706354789,4.925304531811856,189.8149332467079
NGC4013,25.9,178.0,5.0,29.96,104.71,50.61,7.99274e+20,7119.357452,84.37628489095736,8.90728017175587e-12,0.22083716319053898,5.046611510869137,189.54849318117823
NGC4013,26.59,180.0,6.0,29.63,103.24,49.95,8.205674e+20,6928.546946,83.23789369031391,8.443604932391904e-12,0.21501242416053654,5.168797941946549,189.24127244120098
NGC4013,27.41,180.0,8.0,29.1,101.58,49.19,8.458726e+20,6706.36015,81.89236930264016,7.92833359302571e-12,0.2083485876657306,5.316998399755136,188.83248180790196
NGC4013,28.1,180.0,5.0,28.45,100.24,48.59,8.67166e+20,6517.563522,80.73142834113615,7.515935267295997e-12,0.20285752323250053,5.446461432154677,188.40822262892672
NGC4013,28.8,180.0,5.0,28.02,98.94,47.99,8.88768e+20,6347.515702,79.67129785562678,7.141926466749478e-12,0.19774581014987838,5.573465246202341,188.08949509427862
NGC4013,29.61,178.0,5.0,27.59,97.5,47.33,9.137646e+20,6164.542394,78.51459987798448,6.7463134312710304e-12,0.19219091767660226,5.719165563280095,187.76591430061274
NGC4013,30.31,174.0,5.0,27.59,96.31,46.78,9.353666e+20,6034.64097,77.6829516045831,6.4516318735349326e-12,0.18794656494738746,5.8363142230559095,187.670085320615
NGC4013,31.01,170.0,10.0,26.19,95.16,46.25,9.569686e+20,5835.380626,76.38966308343034,6.097776485038275e-12,0.18271969170957794,5.988082049924988,186.92976750916543
UGC01281,0.08,1.41,4.0,-5.85,1.5,0.0,2.4688e+18,35.25749999999999,5.937802623866846,1.4281229747245623e-11,0.27962912655896854,4.099437489878047,12.02230915004997
UGC01281,0.23,4.46,4.0,-5.85,3.55,0.0,7.0978e+18,40.01965,6.326108598498764,5.638317506833102e-12,0.1757010542579325,6.206119711614954,15.759655412379146
UGC01281,0.38,7.71,4.0,-0.98,5.31,0.0,1.17268e+19,13.930605999999997,3.7323727037904453,1.1879290172937205e-12,0.08064823155262739,12.906247891977921,13.408648489742543
UGC01281,0.54,11.0,4.0,-2.22,8.22,0.0,1.6664400000000002e+19,36.00986400000001,6.000821943700713,2.160885720457983e-12,0.10877159651589825,9.702639071720123,18.691995971905406
UGC01281,0.69,14.2,4.0,-3.47,10.22,0.0,2.12934e+19,60.08716400000001,7.751591062485173,2.8218679966562416e-12,0.1242990903247897,8.555466761268912,22.673194181255408
UGC01281,0.84,17.2,5.78,-4.43,12.07,0.0,2.59224e+19,86.639954,9.308058551599254,3.342281347406104e-12,0.13527610988909775,7.903557839911308,26.16799357394936
UGC01281,1.0,20.2,4.74,-5.15,13.91,0.0,3.086e+19,115.527026,10.748349919871423,3.743584769928711e-12,0.14316716960347312,7.496768109822288,29.429225683653495
UGC01281,1.15,23.2,4.0,-5.85,15.41,0.0,3.5488999999999996e+19,143.457826,11.977388112606187,4.042318070388009e-12,0.1487698224639789,7.234186242189763,32.21491317982485
UGC01281,1.3,26.4,7.13,-1.76,16.74,0.0,4.0118e+19,132.00229599999997,11.489225213216075,3.290350864948402e-12,0.13422107375807135,7.961576607212506,32.418303347521764
UGC01281,1.46,29.3,4.38,2.33,17.86,0.0,4.50556e+19,152.159516,12.335295537602656,3.3771499214304103e-12,0.1359799175603378,7.865355278057321,34.594633287220255
UGC01281,1.61,31.6,4.94,5.46,18.77,0.0,4.96846e+19,191.875534,13.851914452522438,3.861871364567693e-12,0.1454114165048015,7.389152471233487,37.653652893515456
UGC01281,1.76,34.6,4.0,7.63,19.16,0.0,5.43136e+19,227.08547599999997,15.069355527029016,4.181005788605431e-12,0.1513003691484637,7.121972757578486,40.21562598933085
UGC01281,1.92,37.4,7.09,9.79,19.52,0.0,5.92512e+19,271.118084,16.46566378862389,4.575739968135667e-12,0.1582815415501411,6.831040706507613,43.035086476901036
UGC01281,2.07,39.9,4.0,11.26,19.66,0.0,6.388019999999999e+19,304.58477600000003,17.45235731928498,4.768062341695862e-12,0.16157366109776639,6.702586183986714,45.18302459409162
UGC01281,2.22,42.2,4.37,12.73,19.81,0.0,6.850920000000001e+19,342.573506,18.50874134024245,5.000401493522036e-12,0.16546343703585398,6.557413589308602,47.396161907706116
UGC01281,2.38,44.4,4.58,13.9,19.88,0.0,7.34468e+19,375.008624,19.365139400479407,5.10585381527854e-12,0.16719904458139806,6.494822186384909,49.35194354066389
UGC01281,2.53,46.7,5.91,14.68,20.02,0.0,7.80758e+19,399.870584,19.996764338262327,5.121568834389145e-12,0.16745615314687515,6.485660644318554,50.92568025534344
UGC01281,2.68,48.5,7.72,15.47,19.97,0.0,8.27048e+19,422.769314,20.56135486780966,5.111786909586868e-12,0.16729616053107504,6.491358339389415,52.386516510184585
UGC01281,2.76,49.3,9.73,15.76,19.92,0.0,8.51736e+19,430.908544,20.758336734912074,5.059179651910922e-12,0.16643308141554658,6.522283895615541,53.014223157699305
UGC01281,3.07,53.0,4.0,16.84,19.61,0.0,9.47402e+19,460.479566,21.45878761719776,4.8604453653253845e-12,0.16313142732593847,6.643614928572623,55.310477479228496
UGC01281,3.46,54.1,4.0,18.3,19.28,0.0,1.067756e+20,505.8804640000001,22.49178658977539,4.737790881062716e-12,0.16105994523002148,6.722284235388957,58.315283315254945
UGC01281,3.83,55.0,4.0,18.5,18.95,0.0,1.181938e+20,507.43715,22.52636566337322,4.2932636906504405e-12,0.15331808459482507,7.0351592751225995,59.74864996269186
UGC01281,4.23,55.7,4.0,18.21,18.54,0.0,1.3053780000000002e+20,489.720636,22.12963253196944,3.751561892417369e-12,0.1433196243182791,7.489350750958646,60.56145319414443
UGC01281,4.62,56.4,4.0,19.58,18.33,0.0,1.425732e+20,537.931294,23.193345899201347,3.7730183091913485e-12,0.14372888601973852,7.469516947563955,63.388381562854306
UGC01281,4.99,56.9,4.0,20.46,18.23,0.0,1.539914e+20,571.484734,23.90574688228753,3.711147077044563e-12,0.1425455573343179,7.527175839336672,65.58708777125682
NGC4214,0.21,55.5,7.21,5.41,32.3,0.0,6.4806e+18,509.1814999999999,22.56505040987057,7.857011696447858e-11,0.6558859126158413,2.078924653495284,32.53536496573703
NGC4214,0.63,63.2,5.22,13.09,52.43,0.0,1.94418e+19,1435.844354,37.89253691691809,7.385346799164689e-11,0.6358944726745813,2.1252254562483244,55.24032016861625
NGC4214,1.04,66.6,7.97,16.91,57.12,0.0,3.20944e+19,1786.787524,42.27040955562177,5.567287514332718e-11,0.5521046798584944,2.357027389530813,64.89612571902843
NGC4214,1.46,70.5,4.62,16.91,56.92,0.0,4.50556e+19,1776.2958440000002,42.146124898974996,3.942452978098172e-11,0.46460391417295027,2.69094943471804,69.13698212464733
NGC4214,1.88,76.1,4.69,16.7,53.72,0.0,5.80168e+19,1606.3756640000001,40.07961656503216,2.768811213303734e-11,0.3893554658412947,3.100711751258457,70.5755474530691
NGC4214,2.3,78.8,4.52,15.77,48.94,0.0,7.097799999999999e+19,1350.449756,36.748466036012985,1.9026314576347604e-11,0.3227579435584463,3.6251470111770403,69.96841356432317
NGC4214,2.71,80.1,6.65,14.85,45.52,0.0,8.36306e+19,1173.674884,34.25893874596818,1.4034036393377543e-11,0.2771985169589951,4.130593255592289,69.62739087534777
NGC4214,3.14,80.1,6.28,13.92,42.09,0.0,9.69004e+19,1008.6877260000001,31.759844552516313,1.0409531085526996e-11,0.2387345011715984,4.708629264354856,68.91688142421387
NGC4214,3.55,80.1,5.09,13.09,39.26,0.0,1.09553e+20,880.367996,29.670995871389284,8.036000803264173e-12,0.20975850979427588,5.284854105698895,68.2100902959856
NGC4214,3.96,80.4,5.4,12.99,36.87,0.0,1.222056e+20,794.0626739999999,28.179117693781684,6.49776011901255e-12,0.1886172637664106,5.817450426220583,67.96631696147112
NGC4214,4.38,80.1,7.58,12.99,34.8,0.0,1.351668e+20,725.8184999999999,26.941018911689287,5.369798648780616e-12,0.17146623183898924,6.346333970575966,67.86962945988796
NGC4214,4.8,80.4,8.9,13.09,33.03,0.0,1.48128e+20,673.199314,25.94608475281001,4.544713450529272e-12,0.15774400245952058,6.852525119495274,67.91991762076856
NGC4214,5.22,80.6,9.37,13.09,31.53,0.0,1.610892e+20,628.652914,25.072951840579123,3.902514346089e-12,0.1461745809022988,7.353311595294452,67.99029902811021
NGC4214,5.63,80.6,9.37,13.92,30.23,0.0,1.737418e+20,614.138734,24.781822652904285,3.534778239893911e-12,0.1391171556497877,7.699775426117869,68.765764245592
UGC11455,0.62,35.1,4.01,0.82,71.2,0.0,1.91332e+19,2332.6148000000003,48.29715105469473,1.2191451508372882e-10,0.8170098848494562,1.7913139546834498,64.64089604995544
UGC11455,1.23,64.6,4.19,1.0,112.64,0.0,3.79578e+19,5837.374016,76.40270948075074,1.5378588896089865e-10,0.9176093854206984,1.6652037468698204,98.59217556846856
UGC11455,1.83,80.1,6.32,2.09,139.71,0.0,5.64738e+19,8983.054786,94.77897860812809,1.5906588163006566e-10,0.9332287758413582,1.6482117476359757,121.67981109429279
UGC11455,2.47,113.0,10.4,3.39,159.08,0.0,7.62242e+19,11652.457444000001,107.94654901385223,1.5287083949716759e-10,0.9148753545718511,1.668241909006661,139.42423695684133
UGC11455,3.08,136.0,7.59,2.17,171.23,0.0,9.50488e+19,13491.776833999998,116.15410812364752,1.419457882056375e-10,0.8815782331705303,1.7068598124394385,151.7516776722946
UGC11455,3.68,150.0,7.75,0.18,180.9,0.0,1.135648e+20,15053.445000000002,122.69248143223774,1.3255379307672802e-10,0.8519138583189069,1.7439762703151969,162.02731518634428
UGC11455,4.32,171.0,9.19,0.0,190.21,0.0,1.3331520000000002e+20,16642.728286,129.00669860902573,1.24837440036845e-10,0.8267458629166133,1.777684743184454,172.00443063766284
UGC11455,4.91,192.0,9.16,0.2,198.61,0.0,1.515226e+20,18145.168766000003,134.70400426861855,1.1975222683612875e-10,0.8097321857443441,1.8017278547023554,180.8111058369407
UGC11455,5.53,197.0,9.96,0.2,213.09,0.0,1.706558e+20,20887.420126000005,144.52480799502902,1.2239502042122217e-10,0.8186183543213844,1.789038688816395,193.3090859607386
UGC11455,6.17,195.0,12.4,0.0,230.24,0.0,1.904062e+20,24384.810496000002,156.15636553147618,1.2806731343832293e-10,0.8373726129258751,1.7631904268230933,207.35251246715697
UGC11455,6.78,196.0,7.09,0.58,253.17,0.0,2.092308e+20,29484.058893999998,171.70922774854006,1.4091643722625922e-10,0.8783759382283111,1.7107384016043916,224.58742570574006
UGC11455,7.38,216.0,5.99,2.58,275.53,0.0,2.277468e+20,34928.375614,186.89134708166668,1.5336494569407777e-10,0.9163526830781858,1.6665978369703063,241.27070946797252
UGC11455,8.0,225.0,5.24,0.0,287.96,0.0,2.4688e+20,38143.642336,195.3039741940752,1.545027638366818e-10,0.9197456226966911,1.662843313700704,251.84697857748597
UGC11455,8.62,240.0,6.15,0.0,290.86,0.0,2.6601319999999997e+20,38915.788216,197.27084988918156,1.4629269606169922e-10,0.89497504337824,1.6909538258520913,256.5244646615502
UGC11455,9.23,247.0,4.37,7.92,295.63,0.0,2.848378e+20,40265.390974,200.6623805649679,1.41362526230718e-10,0.8797651453547239,1.7090521185988394,262.3273751447326
UGC11455,9.85,254.0,6.48,16.06,302.1,0.0,3.0397099999999997e+20,42239.55220000001,205.52263184379478,1.3895915136641329e-10,0.8722544219440226,1.7182370296722997,269.40223218603086
UGC11455,10.43,257.0,7.41,21.24,307.81,0.0,3.218698e+20,44034.75580600001,209.84459918234734,1.3680921852873433e-10,0.8654804940079082,1.7266662720131052,275.741414456649
UGC11455,11.05,273.0,5.38,23.48,312.49,0.0,3.41003e+20,45470.310446,213.23768533258843,1.3334284579901052e-10,0.8544456891385606,1.7407015936234536,281.3365277668461
UGC11455,11.67,272.0,5.98,24.19,316.07,0.0,3.601362e+20,46539.268754,215.729619556518,1.2922685571181125e-10,0.8411549246784703,1.7581249665012137,286.04518929553285
UGC11455,12.19,270.0,20.9,23.78,319.44,0.0,3.761834e+20,47504.76865600001,217.95588694963027,1.2628087431821825e-10,0.8315117551827346,1.7711358909054997,290.0644768940248
UGC11455,12.91,279.0,9.4,22.46,323.2,0.0,3.9840260000000003e+20,48555.242,220.35254026218985,1.2187481206196945e-10,0.8168768391551572,1.7915025782607341,294.9353170291308
UGC11455,14.56,287.0,10.8,23.48,326.62,0.0,4.493216e+20,49624.397624000005,222.76534206200031,1.104429380292423e-10,0.7776220716167991,1.850129740936519,303.0042473633364
UGC11455,16.63,291.0,10.0,24.49,316.26,0.0,5.132018e+20,46609.138395999995,215.891496812635,9.082029407535202e-11,0.7051654978814272,1.9763892910392034,303.5091464691279
UGC11455,17.77,286.0,9.67,24.49,310.12,0.0,5.4838219999999997e+20,44839.990724,211.75455301834717,8.176777204657628e-11,0.6690994694151355,2.049892726752443,303.17844721017786
UGC11455,18.49,288.0,6.96,26.12,307.21,0.0,5.7060139999999997e+20,44096.12708599999,209.99077857372689,7.72800891936122e-11,0.6504791949214186,2.09115632739116,303.66411570900766
UGC11455,20.24,289.0,6.63,41.26,301.54,0.0,6.246064e+20,43528.51853600001,208.6348929014512,6.968951732803251e-11,0.6177081501210376,2.1700387664920378,307.34113403689923
UGC11455,22.62,288.0,10.0,55.9,294.39,0.0,6.980532000000001e+20,42990.927166,207.34253583382258,6.158689218242965e-11,0.5806891985839051,2.2702125909925153,312.4076569975444
UGC11455,24.89,269.0,8.23,53.66,286.32,0.0,7.681054e+20,40589.801104,201.46910707103459,5.284405122526153e-11,0.5378951837242141,2.4037081841576033,312.3556260210693
UGC11455,27.06,267.0,7.11,52.14,273.02,0.0,8.350715999999999e+20,37006.942983999994,192.37188719768798,4.431589217499433e-11,0.4925829232292897,2.570998569295899,308.4555032186634
UGC11455,29.13,272.0,5.36,47.05,261.41,0.0,8.989518e+20,33647.88902600001,183.43360931410584,3.7430136995109206e-11,0.45269980929026327,2.74656609781083,304.0002487856099
UGC11455,31.3,274.0,5.78,45.53,250.43,0.0,9.65918e+20,30921.965954,175.8464271857691,3.201303418509645e-11,0.4186614973852013,2.923351485741355,300.6589016039097
UGC11455,33.46,259.0,5.81,50.92,239.85,0.0,1.0325756e+21,29055.736750000004,170.45743383613402,2.8139089041034866e-11,0.3925135196453064,3.080308721966021,299.16657456035034
UGC11455,35.53,272.0,6.69,49.39,229.51,0.0,1.0964558e+21,26669.798545999998,163.3089052868826,2.4323642180560304e-11,0.3649336460808618,3.270568026675846,295.3394494517005
UGC11455,37.7,274.0,6.39,46.04,219.93,0.0,1.163422e+21,24369.515854,156.10738564846957,2.094641140875796e-11,0.3386526028114881,3.481045784734499,291.2583053572675
UGC11455,39.87,272.0,5.59,49.19,212.13,0.0,1.2303881999999998e+21,23119.259074,152.05018603737386,1.8790215213377377e-11,0.3207491250555221,3.6443847859854013,290.26793834755597
UGC11455,41.93,266.0,8.82,49.09,205.47,0.0,1.2939598e+21,21830.071713999998,147.75003118104578,1.687074955033379e-11,0.3039252568235545,3.815570850873823,288.60732025439614
D512-2,0.96,22.9,2.71,4.08,14.85,0.0,2.96256e+19,118.08675,10.86677274999344,3.985969904407e-12,0.14772929009746283,7.28144462825045,29.32306483734355
D512-2,1.92,33.5,2.71,6.24,21.2,0.0,5.92512e+19,245.68,15.674182594317319,4.146413912292072e-12,0.1506731714807034,7.149432953186189,41.91029334112066
D512-2,2.88,37.2,4.19,7.45,20.56,0.0,8.88768e+19,249.95075599999998,15.809830992139036,2.8123284816735073e-12,0.12408881173222505,8.569082347324875,46.280110316853246
D512-2,3.83,35.9,5.98,8.09,20.08,0.0,1.181938e+20,250.92304399999995,15.840550621742919,2.1229797502068636e-12,0.10781334710382712,9.784272146612734,49.548959124813926
UGC04325,0.7,41.3,3.05,2.87,20.97,0.0,2.1602e+19,210.51771399999998,14.509228580458714,9.745288121470233e-12,0.2309920031443923,4.848386434597611,31.94794561157414
UGC04325,1.4,68.7,3.07,6.75,32.22,0.0,4.3204e+19,523.1015639999999,22.871413686084207,1.2107711415609665e-11,0.2574723718445208,4.405344227604761,48.004608689358385
UGC04325,2.09,83.8,3.05,14.14,40.91,0.0,6.449739999999999e+19,969.8085259999999,31.14174892327019,1.5036397219112708e-11,0.28692705331240903,4.009084234940283,62.354182477980366
UGC04325,2.79,88.7,3.05,20.18,46.75,0.0,8.60994e+19,1412.5911500000002,37.58445356793152,1.640651560870343e-11,0.299714518553013,3.8614472674213767,73.85557687914381
UGC04325,3.49,90.1,3.05,24.08,50.1,0.0,1.077014e+20,1734.451,41.64674056874079,1.6104256769178484e-11,0.2969408493471552,3.89238285695541,82.16536580962303
UGC04325,4.19,91.6,3.05,26.71,49.34,0.0,1.2930340000000002e+20,1833.2644760000003,42.81663784091413,1.4178006734548354e-11,0.278616731008596,4.112347982804977,86.82753866041938
UGC04325,4.89,92.7,3.05,28.08,47.94,0.0,1.509054e+20,1845.6784559999996,42.96136003433783,1.2230698543590882e-11,0.25877673808662627,4.385875674448527,89.97175247278511
UGC04325,5.59,91.5,3.05,29.25,45.47,0.0,1.725074e+20,1806.622114,42.50437758631457,1.047272241074876e-11,0.23945802674158737,4.696033012249491,92.10839857474434
NGC3972,0.87,39.6,4.9,0.0,48.19,0.0,2.68482e+19,1068.2470059999998,32.68404818868066,3.978840317041737e-11,0.46674304822027507,2.6812612295966542,53.51868160577672
NGC3972,1.74,73.0,5.2,5.93,61.19,0.0,5.36964e+19,1757.5043059999998,41.9225989890894,3.2730393583182475e-11,0.4233262672007617,2.897416426441827,71.35980553327371
NGC3972,2.61,89.4,6.6,7.31,74.23,0.0,8.05446e+19,2588.0788340000004,50.87316418309363,3.213224516603224e-11,0.41944028440438075,2.9189809013105914,86.91692980963022
NGC3972,3.5,102.0,5.3,13.47,83.56,0.0,1.0801e+20,3393.2867560000004,58.251924912400966,3.1416412887695585e-11,0.4147418888211358,2.945601317467088,99.97634689773987
NGC3972,4.37,110.0,4.4,16.7,88.18,0.0,1.348582e+20,3855.7177040000006,62.09442570794902,2.8590902918769493e-11,0.3956521578314217,3.060357941003659,108.6272355061326
NGC3972,5.24,116.0,4.4,20.91,99.34,0.0,1.617064e+20,4976.708476000001,70.54578992399192,3.0776199804089387e-11,0.4104942703310756,2.9701997650127216,121.58050150395013
NGC3972,6.11,123.0,4.4,24.68,106.44,0.0,1.885546e+20,5820.660256,76.29325170681874,3.08698926252661e-11,0.41111863492930006,2.9665516805910075,131.40505874807894
NGC3972,6.98,130.0,3.9,28.34,102.6,0.0,2.154028e+20,5645.4652,75.13631079577969,2.6208875650641493e-11,0.37881206127157957,3.1713238987224757,133.80432993055965
NGC3972,7.85,134.0,6.1,30.6,97.1,0.0,2.42251e+20,5273.428599999999,72.61837646216004,2.176844925304746e-11,0.3452338322032149,3.4252999903462014,134.39893947748018
NGC3972,8.72,134.0,4.9,30.07,92.41,0.0,2.6909920000000003e+20,4832.424626,69.51564303090348,1.795778146497648e-11,0.3135638183295162,3.7152310566680837,133.99094764021504
NGC0289,1.5,164.0,28.2,3.86,179.05,0.0,4.629e+19,14761.994750000003,121.49894958393675,3.189024573341975e-10,1.3213824551274056,1.3638215728732341,141.8898407169852
NGC0289,2.52,194.0,32.0,5.64,226.49,0.0,7.77672e+19,23628.760846000005,153.7164950355036,3.038396759302123e-10,1.289798434006996,1.379931359450111,180.57150405405153
NGC0289,3.46,175.0,25.2,6.85,215.85,0.0,1.067756e+20,21478.88485,146.55676323527345,2.0115911172589994e-10,1.0494686211584798,1.5387544890042355,181.7985986792598
NGC0289,4.32,185.0,31.5,7.4,220.68,0.0,1.3331520000000002e+20,22456.604704,149.85527919963315,1.68447444132402e-10,0.9603550315630107,1.6201074019273844,190.74095392208702
NGC0289,5.43,175.0,27.9,6.0,221.66,0.0,1.675698e+20,22637.251576,150.45680966975206,1.3509147576711314e-10,0.860029951375033,1.7335511382879532,198.09803945845997
NGC0289,6.38,167.0,27.2,4.74,211.57,0.0,1.968868e+20,20612.925454,143.57202183573233,1.046942987239368e-10,0.7571137252580328,1.883303688351392,197.0289281685065
NGC0289,7.57,176.0,7.18,7.37,198.06,0.0,2.336102e+20,18099.088156,134.53285158651772,7.747559034665441e-11,0.6513014578616939,2.0892825571778,194.45850247586017
NGC0289,10.6,185.0,4.29,21.99,170.85,0.0,3.27116e+20,13910.832450000002,117.94419209948407,4.252568645373507e-11,0.48253105550662956,2.6124612110223224,190.63449370104988
NGC0289,13.57,183.0,4.22,32.44,151.82,0.0,4.187702e+20,11655.037304,107.95849806291304,2.783158234277415e-11,0.39036291506678916,3.0941666768184053,189.90162727873667
NGC0289,16.64,172.0,4.33,38.81,136.17,0.0,5.135104e+20,10035.659793999997,100.17814030016727,1.954324546104616e-11,0.3271131073763595,3.5842574962525093,189.6586113164504
NGC0289,19.71,161.0,4.24,42.5,127.01,0.0,6.082506e+20,9226.758446000002,96.05601722953124,1.5169337187665745e-11,0.28819265349536805,3.9938839571841536,191.965107595867
NGC0289,22.68,156.0,5.08,49.56,119.49,0.0,6.999048e+20,9024.009246,94.99478536214501,1.2893195254554616e-11,0.26569285959546535,4.285859418619719,196.66121890367842
NGC0289,25.75,159.0,6.49,54.94,111.5,0.0,7.94645e+20,8737.2386,93.47319722786848,1.0995147015333892e-11,0.24535794386837517,4.596104116028458,200.39276007925716
NGC0289,28.72,173.0,6.97,55.53,105.68,0.0,8.862992e+20,8220.981604,90.66962889523703,9.275627918878863e-12,0.2253571090564996,4.9561654989490105,201.85278148502016
NGC0289,31.79,177.0,6.57,60.71,100.59,0.0,9.810394e+20,8340.144226,91.32439009377507,8.501334631412358e-12,0.21574620187326893,5.153040721576717,207.309196179043
NGC0289,34.77,179.0,4.47,65.78,96.09,0.0,1.0730022e+21,8574.320926,92.59762915971446,7.990963043691804e-12,0.20916988820954993,5.2982209877355535,213.1399706430339
NGC0289,37.84,181.0,4.26,67.48,92.02,0.0,1.1677424000000001e+21,8448.683384,91.91671982833157,7.235057478430174e-12,0.19903094088483522,5.540919405532528,216.36421541836773
NGC0289,40.81,182.0,4.26,68.67,88.49,0.0,1.2593966e+21,8317.589746,91.20082097218204,6.6044244886797385e-12,0.19015909101781614,5.774591677077195,219.15903933124505
NGC0289,43.88,182.0,4.83,68.27,85.15,0.0,1.3541368e+21,7996.03325,89.4205415438757,5.9048932500763585e-12,0.17980659985266123,6.076506931930562,220.42674853921937
NGC0289,46.85,180.0,5.5,67.18,82.29,0.0,1.4457910000000002e+21,7628.108686000001,87.3390444532112,5.276079797149105e-12,0.1699633493665131,6.397778200591839,220.91389151213662
NGC0289,49.92,177.0,8.5,65.98,79.64,0.0,1.5405312e+21,7270.924016000001,85.26971335708829,4.7197512234740855e-12,0.16075302610522302,6.734113028259342,221.27635242752297
NGC0289,52.99,175.0,11.0,65.09,77.21,0.0,1.6352714e+21,6978.944786,83.54007892024043,4.2677593370739555e-12,0.15286200927104457,7.054581348758414,221.88630809793193
NGC0289,55.96,172.0,11.6,64.29,75.06,0.0,1.7269256000000001e+21,6724.845756000001,82.00515688662513,3.894114347485498e-12,0.1460171788261972,7.360673027518793,222.4845854669789
NGC0289,59.03,168.0,12.6,62.6,72.97,0.0,1.8216658e+21,6368.085614,79.80028580149322,3.49574856924909e-12,0.13834698452758112,7.739727598907986,222.0073151472372
NGC0289,62.0,158.0,5.38,59.81,71.15,0.0,1.91332e+21,5905.904450000001,76.84988256334555,3.0867311531787682e-12,0.13000169229996422,8.203037981596315,220.10533505353456
NGC0289,65.07,158.0,6.5,57.13,69.42,0.0,2.0080601999999998e+21,5480.639644000001,74.03134230851147,2.729320387904705e-12,0.12224380597751984,8.690558021542305,218.24256418340343
NGC0289,68.05,166.0,15.5,55.14,67.85,0.0,2.100023e+21,5158.085950000001,71.81981585885612,2.4562045034744863e-12,0.11596631709271005,9.132855265372646,217.04389516340277
NGC0289,71.12,165.0,8.75,53.24,66.34,0.0,2.1947632000000003e+21,4858.955576,69.70620902043089,2.2138860246973344e-12,0.11009744298690359,9.592036012939813,215.8871855165719
NGC2903,0.32,44.0,8.0,0.01,197.82,0.0,9.8752e+18,18001.066204000002,134.16805209885104,1.822855861552172e-09,3.159190158133591,1.0443429184731763,137.11048834831794
NGC2903,0.64,64.0,8.0,0.03,204.19,0.0,1.97504e+19,19179.036706,138.48839917480453,9.710707988698964e-10,2.305818134944232,1.11071275752284,145.9534197830014
NGC2903,0.96,128.0,8.0,0.08,209.11,0.0,2.96256e+19,20114.422766,141.8253248401004,6.78954106110931e-10,1.9280567504720054,1.1701798827494974,153.41933670138096
NGC2903,1.28,148.0,8.0,0.07,219.11,0.0,3.95008e+19,22084.233266000003,148.60764874662408,5.590831898594458e-10,1.7495961743478605,1.2104253431229897,163.49714257015685
NGC2903,1.6,157.0,8.0,1.76,225.96,0.0,4.9376e+19,23489.741536,153.2636340949803,4.757319656513287e-10,1.6139154165090603,1.2486054653323744,171.258341873015
NGC2903,1.92,189.0,8.0,5.17,232.02,0.0,5.92512e+19,24790.037884,157.44852455326472,4.1838879016796293e-10,1.5135250847465993,1.2822693048095004,178.29050631965197
NGC2903,2.24,195.0,6.0,8.23,251.26,0.0,6.912640000000001e+19,29108.263196,170.6114392296132,4.2108750341403564e-10,1.5183985479233173,1.280512080537932,193.0634161770574
NGC2903,2.56,201.0,6.0,11.05,278.7,0.0,7.90016e+19,35851.999899999995,189.34624342721986,4.538135923829391e-10,1.5762981032330388,1.2606191561277609,212.59284526867447
NGC2903,2.88,214.0,4.0,13.64,291.79,0.0,8.88768e+19,39351.095486000006,198.37110547153787,4.4276003958288337e-10,1.556982789519408,1.2670594563521405,223.29392659307226
NGC2903,3.2,215.0,4.0,16.01,300.53,0.0,9.8752e+19,41802.72931399999,204.45715764922485,4.2331020449206074e-10,1.5224006901538871,1.279078993096407,231.2336327605324
NGC2903,3.52,215.0,4.0,18.18,298.29,0.0,1.086272e+20,41259.89748600001,203.12532458066377,3.798302587749663e-10,1.4420966995783813,1.3096402179058504,232.45563261478114
NGC2903,3.84,216.0,3.0,20.14,289.57,0.0,1.185024e+20,38976.980654,197.42588648401707,3.289130064370004e-10,1.3419617179886147,1.3537890950944613,229.7098416896694
NGC2903,4.8,214.0,2.0,24.78,274.65,0.0,1.48128e+20,35313.054749999996,187.9176807807078,2.383955413561244e-10,1.1424801615222118,1.4684865757622474,227.7207650820018
NGC2903,5.76,210.0,2.0,25.77,255.87,0.0,1.777536e+20,30780.043074000005,175.44242096482824,1.731612922269929e-10,0.9736996463475128,1.6068984950882617,222.39695342868905
NGC2903,6.72,205.0,2.0,24.89,236.77,0.0,2.073792e+20,26407.127234000003,162.50269915912168,1.273373956211616e-10,0.834982906433775,1.766415870458775,215.97677800949282
NGC2903,7.68,203.0,1.0,25.19,221.37,0.0,2.370048e+20,23176.687474000002,152.23891576728994,9.778994971409862e-11,0.7317230140523414,1.9270769754992085,211.3368420306462
NGC2903,8.64,201.0,1.0,25.4,209.59,0.0,2.6663040000000003e+20,20852.025326,144.402303742011,7.820573095190946e-11,0.6543632383177228,2.0823482469081855,208.37749010409254
NGC2903,9.6,201.0,1.0,27.64,199.24,0.0,2.96256e+20,19024.395296000002,137.92895017363108,6.421606750918126e-11,0.5929546190052358,2.235595434874457,206.23009303926696
NGC2903,10.56,199.0,1.0,32.7,189.8,0.0,3.258816e+20,17640.348400000003,132.81697331290155,5.413115806476956e-11,0.5444064505141416,2.3820075552401323,204.98644629796425
NGC2903,11.52,197.0,1.0,37.22,181.59,0.0,3.555072e+20,16553.795326000003,128.66155341048858,4.656388204233277e-11,0.5049218832974268,2.522403490472612,204.34126140080377
