Galaxy,Rad_kpc,Vobs,errV,Vgas,Vdisk,Vbulge,Rad_meters,V_baryonic_sq,V_baryonic,Accel,Exponent,Nu,V_calculated
UGC12732,13.4,90.8,3.36,38.3,24.69,0.0,4.13524e+20,1747.3042059999998,41.80076800729862,4.225399749470405e-12,0.15210150256207455,7.087227251265811,111.28136405083544
UGC12732,14.4,95.5,3.18,41.4,23.69,0.0,4.44384e+20,1972.1194059999998,44.408551045941586,4.43787221412112e-12,0.15587878055372756,6.928225999911059,116.89007204882007
UGC12732,15.4,98.0,3.18,43.4,22.77,0.0,4.75244e+20,2122.057534,46.06579570570772,4.465195844660848e-12,0.15635791089570317,6.908607540030583,121.08039758677332
F583-1,0.26,14.6,13.0,-0.5,5.06,0.0,8.0236e+18,12.027655999999999,3.4680911176034575,1.4990348472007575e-12,0.09059525830640514,11.545653862769672,11.784190806180321
F583-1,0.44,10.0,7.0,-0.86,8.17,0.0,1.35784e+19,31.444093999999996,5.607503366026631,2.3157436811406347e-12,0.11260167400780023,9.390244131438552,17.183355875727596
F583-1,0.77,10.7,7.13,-1.55,13.14,0.0,2.37622e+19,81.825916,9.045767850215924,3.4435328378685473e-12,0.13730985787562724,7.794237197728588,25.254120420743522
F583-1,0.89,17.4,9.6,-1.78,14.55,0.0,2.74654e+19,100.55155000000002,10.027539578580582,3.661026236646836e-12,0.14157971176751535,7.574953260923266,27.5984291502866
F583-1,1.22,23.5,11.2,-2.43,17.29,0.0,3.76492e+19,143.419186,11.975774964485597,3.8093554710325846e-12,0.14441933924170758,7.436311162837569,32.65746000253048
F583-1,1.55,31.0,5.2,-2.98,18.37,0.0,4.7833e+19,164.110574,12.810564936801187,3.4309069888988774e-12,0.13705790070597962,7.807604382089012,35.7953968648141
F583-1,1.8,32.3,2.41,-3.18,18.25,0.0,5.5548e+19,163.32115000000002,12.779716350529851,2.9401805645567798e-12,0.12687808188091132,8.39215228776078,37.02183089222117
F583-1,2.21,40.9,5.9,-3.53,19.06,0.0,6.82006e+19,179.571356,13.400423724643934,2.632987920927382e-12,0.12006710426131559,8.838679108440436,39.839347293241644
F583-1,2.31,43.8,4.26,-3.66,19.39,0.0,7.12866e+19,186.342766,13.650742324137541,2.6139942990688296e-12,0.11963325555385489,8.868846833482534,40.652742222161066
F583-1,2.54,44.8,4.5,-4.08,20.16,0.0,7.83844e+19,203.60217600000001,14.268923435214026,2.597483376794363e-12,0.11925483384515138,8.895339877224188,42.55714458539738
F583-1,3.1,51.7,12.7,-5.16,22.16,0.0,9.5666e+19,252.51577600000002,15.890744979389734,2.6395561223423162e-12,0.1202167695347776,8.828322689040135,47.21536566205303
F583-1,3.43,55.7,4.5,-4.94,23.71,0.0,1.058498e+20,282.99908600000003,16.82257667540856,2.6735911262940517e-12,0.12098933752904614,8.775271121010103,49.83366037778136
F583-1,3.86,59.4,9.85,-3.07,24.94,0.0,1.191196e+20,295.54655600000007,17.191467534797606,2.4810909035960506e-12,0.11655232504254646,9.089547917257292,51.83034422558243
F583-1,4.09,62.0,4.5,1.31,25.34,0.0,1.262174e+20,297.089276,17.236277904466498,2.3537901747302663e-12,0.11352289978786055,9.318253632797246,52.615142548054585
F583-1,4.37,63.0,3.2,4.42,25.74,0.0,1.348582e+20,324.308296,18.0085617415717,2.4048096148398826e-12,0.11474663355459788,9.224412741119526,54.695096468268176
F583-1,4.76,66.6,6.9,7.13,26.09,0.0,1.468936e+20,363.95342600000004,19.077563418843614,2.47766700523372e-12,0.11647187634034499,9.095467427638534,57.53543717884181
F583-1,5.4,71.3,2.95,11.25,26.17,0.0,1.66644e+20,441.60219400000005,21.014333061032417,2.649973560404215e-12,0.12045376345978825,8.811976076047989,62.380990443069294
F583-1,5.86,72.3,15.5,13.88,25.92,0.0,1.808396e+20,501.7037440000001,22.398744250515477,2.7743024426065977e-12,0.12324704216585151,8.624052971258415,65.7778052547717
F583-1,6.08,73.4,6.0,14.94,25.73,0.0,1.876288e+20,527.738734,22.972564811095864,2.8126744614899205e-12,0.1240964443584021,8.568587324992226,67.24563500376694
F583-1,6.43,72.4,5.81,16.72,25.39,0.0,1.984298e+20,576.0983659999999,24.002049204182544,2.903285524654059e-12,0.1260794999307045,8.442007382312077,69.73827255323954
F583-1,6.97,77.1,12.1,19.67,24.74,0.0,2.150942e+20,668.459996,25.854593324978058,3.1077546302968646e-12,0.13044365655584073,8.177012334481581,73.93243964863807
F583-1,7.96,80.3,13.5,24.09,23.76,0.0,2.456456e+20,840.015396,28.983019097395633,3.419623213279619e-12,0.13683233290718272,7.819613349669176,81.04687288532013
F583-1,10.29,84.7,6.0,31.66,22.09,0.0,3.1754939999999997e+20,1226.8209259999999,35.0260035687773,3.863401807718737e-12,0.14544022661284683,7.3877926037841855,95.20240839007417
F583-1,15.49,86.9,5.6,39.34,17.78,0.0,4.780214e+20,1693.0546640000002,41.14674548491047,3.5417967982186567e-12,0.1392552007556032,7.692661196320878,114.12316117687453
F583-1,16.26,85.8,8.6,39.55,17.09,0.0,5.0178360000000007e+20,1698.5538259999998,41.21351508910639,3.3850325638382757e-12,0.13613852116785943,7.856800920736845,115.5214233985969
UGC07690,0.59,45.3,4.31,4.24,45.76,0.0,1.82074e+19,981.2072959999999,31.324228577891585,5.389057723782638e-11,0.5431953217654004,2.386003641481777,48.385578236748266
UGC07690,1.18,59.8,4.31,11.75,48.85,0.0,3.64148e+19,1235.77085,35.15353253941914,3.393595049265684e-11,0.43105194793238394,2.8557162459465886,59.40547864138649
UGC07690,1.77,60.7,4.31,15.81,45.2,0.0,5.46222e+19,1189.7545000000002,34.49281809304656,2.178151923576861e-11,0.34533745747942407,3.4244393966725033,63.82979071067361
UGC07690,2.36,58.8,4.31,19.15,42.05,0.0,7.28296e+19,1180.09565,34.3525202859994,1.6203516839307093e-11,0.2978545547227948,3.8821279102903303,67.68517016065786
UGC07690,2.95,57.9,4.31,20.97,38.14,0.0,9.1037e+19,1108.884316,33.29991465454528,1.2180589386732864e-11,0.2582460900241808,4.393772096459197,69.80103842953943
UGC07690,3.54,56.9,4.31,21.99,34.5,0.0,1.092444e+20,1031.0751,32.110358141883125,9.438242143304369e-12,0.22732393275209364,4.9179362507353215,71.2092803749662
UGC07690,4.13,55.9,4.31,22.39,31.16,0.0,1.274518e+20,947.9470760000002,30.788749178880263,7.437690766234764e-12,0.20179883847694022,5.472235077346427,72.02353254843295
UGC06446,0.58,31.3,6.3,0.0,21.35,0.0,1.7898799999999998e+19,209.67835000000002,14.480274513972448,1.1714659641987175e-11,0.25325873936444393,4.469613433757068,30.61341486877961
UGC06446,1.16,54.8,5.8,2.75,29.36,0.0,3.5797599999999996e+19,404.08691600000003,20.10191324227622,1.1288100766531837e-11,0.2486051047581939,4.543139332729946,42.84650699790056
UGC06446,1.74,61.1,4.1,6.18,30.8,0.0,5.36964e+19,474.56680000000006,21.784554161148215,8.83796306642531e-12,0.21997619942579816,5.064262928935737,49.0237804799228
UGC06446,2.33,63.9,4.1,7.45,31.81,0.0,7.19038e+19,520.965506,22.824668803730756,7.245312570406569e-12,0.19917194583591227,5.537374118483986,53.710156484107486
UGC06446,2.91,67.2,4.1,14.25,31.67,0.0,8.98026e+19,664.437394,25.776683145819984,7.398865890297165e-12,0.20127145260168705,5.4851757899923355,60.3701574251252
UGC06446,3.49,70.4,3.6,16.89,31.97,0.0,1.077014e+20,755.429314,27.485074385928083,7.014108581689747e-12,0.19596830918991634,5.619186136882825,65.15288119971137
UGC06446,4.07,73.7,3.6,15.31,32.15,0.0,1.2560020000000002e+20,709.86245,26.643243984169796,5.651762099104937e-12,0.1759104094887675,6.199363556493014,66.33773739473517
UGC06446,4.65,78.0,4.1,18.83,31.31,0.0,1.4349900000000002e+20,805.5143059999999,28.38158392338243,5.6133792291235475e-12,0.17531206077995265,6.218715972980262,70.77615898864752
UGC06446,5.23,80.8,4.1,23.23,29.91,0.0,1.613978e+20,951.152626,30.840762409512514,5.89321927560351e-12,0.17962877308646244,6.08199787566703,76.05858433317779
UGC06446,5.81,80.5,3.6,26.13,28.44,0.0,1.792966e+20,1054.840356,32.47830592872725,5.883214494864932e-12,0.17947623253124736,6.0867167239701,80.12811264458793
UGC06446,6.4,81.3,3.6,28.95,27.55,0.0,1.97504e+20,1187.24365,34.45640216273313,6.011238506561893e-12,0.18141850471002388,6.027226790321188,84.59188338084637
UGC06446,6.98,82.1,4.6,31.41,26.52,0.0,2.154028e+20,1310.1108840000002,36.195453913440566,6.082144168970876e-12,0.18248533046662477,5.995091211447682,88.62411774844561
UGC06446,7.62,82.8,4.6,34.05,25.42,0.0,2.351532e+20,1456.643644,38.16600115285855,6.1944453403143135e-12,0.1841623362756736,5.945330124503644,93.0603424523033
UGC06446,8.28,84.9,5.5,34.49,24.36,0.0,2.5552079999999997e+20,1462.528516,38.24301917997584,5.7237160966934985e-12,0.17702664766990778,6.163611588170029,94.94449804620967
UGC06446,8.9,84.3,5.5,32.03,23.44,0.0,2.74654e+20,1278.660356,35.75836064474992,4.655531526939348e-12,0.1596556305057291,6.77677993560991,93.08705519566415
UGC06446,9.52,83.2,7.0,32.29,22.66,0.0,2.937872e+20,1278.842876,35.76091268410246,4.352956411987996e-12,0.15438025801127742,6.990372083650571,94.54939206449615
UGC06446,10.22,80.1,10.8,33.08,21.62,0.0,3.153892e+20,1309.301624,36.18427315837641,4.1513838267131514e-12,0.1507634432829473,7.1454665380062625,96.72420039705294
UGC05918,0.56,16.9,3.93,3.56,6.92,0.0,1.7281600000000002e+19,34.701344000000006,5.890784667597349,2.0079937042866405e-12,0.10485297968058217,10.045899545839788,18.670999328628085
UGC05918,1.11,27.4,3.93,3.93,11.04,0.0,3.4254600000000004e+19,71.510436,8.456384333744534,2.0876155611217174e-12,0.10691160907049685,9.86242878558374,26.556855658681503
UGC05918,1.67,33.5,3.93,3.56,13.76,0.0,5.15362e+19,99.76889599999998,9.988438116142081,1.9358993484191685e-12,0.10295347027123869,10.221703660085305,31.934434227113993
UGC05918,2.23,36.4,3.93,8.55,16.36,0.0,6.88178e+19,196.221316,14.007901912849048,2.8513163164181368e-12,0.1249459843525173,8.5138679531529,40.87300299730727
UGC05918,2.79,39.8,3.93,12.27,16.13,0.0,8.60994e+19,270.234274,16.438803910260624,3.138631326118416e-12,0.1310900580381195,8.139264603874931,46.89891535123216
UGC05918,3.34,41.2,3.93,12.47,16.4,0.0,1.030724e+20,279.2225,16.709952124407778,2.708993872268425e-12,0.12178775210055019,8.721152773323196,49.347158785985194
UGC05918,3.9,42.6,3.93,13.27,17.86,0.0,1.20354e+20,322.823516,17.967290168525693,2.6822832311348193e-12,0.12118585198987165,8.761884686516195,53.18404291973032
UGC05918,4.46,44.5,3.93,15.66,16.94,0.0,1.376356e+20,377.23885600000006,19.422637719939072,2.7408523376219535e-12,0.12250178658841684,8.673352181440354,57.2007469759938
F568-V1,0.39,17.4,30.4,-1.11,12.25,0.0,1.20354e+19,70.26085,8.382174538865199,5.837849178257474e-12,0.1787829251048295,6.10826596118509,20.716465877628153
F568-V1,1.18,46.3,37.1,-2.76,28.99,0.0,3.64148e+19,394.21084599999995,19.854743664928034,1.0825566692663421e-11,0.24345848949514431,4.62774459372236,42.71190830861128
F568-V1,1.95,69.1,13.1,-2.63,34.78,0.0,6.0177e+19,563.3551640000001,23.735104044431743,9.361635907406486e-12,0.22639950683201382,4.935821280099117,52.73158831976264
F568-V1,2.74,85.2,6.2,-0.03,37.08,0.0,8.45564e+19,632.467044,25.14889747086341,7.479824637756574e-12,0.20236961770215223,5.458305860096383,58.755413134306494
F568-V1,3.53,93.2,6.2,3.84,41.2,0.0,1.089358e+20,795.5680000000001,28.205815003293207,7.303090444096432e-12,0.1999645189849683,5.517539798045343,66.25389122196023
F568-V1,4.3,100.0,12.4,7.34,44.37,0.0,1.32698e+20,959.4761739999999,30.975412410491,7.230524755459765e-12,0.19896858523231614,5.542488821216505,72.92383676561856
F568-V1,5.09,108.0,6.2,9.92,45.35,0.0,1.570774e+20,1044.45275,32.31799421375033,6.649287230371778e-12,0.19080385724106214,5.756874876215029,77.54214206396865
F568-V1,5.87,112.0,6.2,12.15,44.94,0.0,1.811482e+20,1076.640156,32.81219523287035,5.943421772890923e-12,0.18039225132783385,6.058499898797683,80.76400359174575
F568-V1,6.4,113.0,24.9,13.65,45.12,0.0,1.97504e+20,1122.797124,33.50816503480905,5.684933591218407e-12,0.17642588356966085,6.182797082498928,83.3188260989399
F568-V1,7.44,113.0,15.5,17.06,45.76,0.0,2.295984e+20,1254.2732959999998,35.41572102894419,5.462900856451962e-12,0.17294629499155167,6.296546803539466,88.86838871440007
F568-V1,8.21,112.0,13.1,19.87,46.01,0.0,2.5336060000000003e+20,1368.600146,36.99459617295477,5.401787594440492e-12,0.17197620248510795,6.329082295416417,93.06977465081196
F568-V1,9.0,111.0,26.4,22.99,44.52,0.0,2.7774e+20,1440.2740840000001,37.95094312398574,5.1856919565060855e-12,0.16850118549509796,6.448711472235896,96.3738139156838
F568-V1,9.72,111.0,19.4,26.1,43.69,0.0,2.999592e+20,1559.265406,39.48753481796502,5.198258316464371e-12,0.16870522435152718,6.441550816024561,100.22019431441034
F568-V1,11.79,113.0,12.5,34.23,40.77,0.0,3.638394e+20,1936.301634,44.00342752559168,5.321858034066678e-12,0.17069910567917085,6.3724795286542655,111.08124289890172
F568-V1,17.63,118.0,14.6,36.03,33.12,0.0,5.440618e+20,1802.750724,42.458812088893865,3.3135035836002453e-12,0.13469247261017397,7.935540844807403,119.60686436533699
NGC5005,0.49,211.0,40.1,64.37,73.17,233.76,1.51214e+19,31742.38669,178.16393206819387,2.0991698314970838e-09,3.3901849479600212,1.034877914039252,181.24429625335665
NGC5005,0.98,233.0,17.4,75.6,130.38,272.92,3.02428e+19,47798.12456800001,218.62782203553144,1.5804794717420345e-09,2.9416705514959296,1.0557181515940128,224.63603388278858
NGC5005,1.47,227.0,14.4,68.11,176.13,246.78,4.53642e+19,46923.158938,216.61754069788532,1.0343654013076392e-09,2.37977882483983,1.102014653189822,227.39834811104274
NGC5005,1.97,234.0,10.8,61.94,213.49,213.16,6.07942e+19,45703.539822,213.7838623984514,7.517746729457744e-10,2.0288196773446083,1.15139805700302,229.3969636878635
NGC5005,2.46,245.0,7.67,60.52,244.17,190.74,7.59156e+19,47823.00919,218.68472555256344,6.299496966367913e-10,1.8571737595218043,1.1849930877590478,238.05447974358182
NGC5005,2.95,244.0,23.3,69.43,261.9,174.18,9.1037e+19,50328.45480399999,224.34004280110136,5.528351637685776e-10,1.7397924135920855,1.212939895163714,247.07365439017465
NGC5005,3.44,261.0,23.3,75.4,273.58,161.3,1.061584e+20,52082.464944,228.21582974018256,4.906108696438529e-10,1.6389593650257128,1.2409750243008002,254.23028576376566
NGC5005,3.93,259.0,22.7,73.37,276.37,150.91,1.212798e+20,50994.0912,225.81871313068808,4.204664849381348e-10,1.5172784701874504,1.2809147634584783,255.57598531009927
NGC5005,4.42,258.0,22.7,68.82,276.54,142.3,1.364012e+20,49229.07673600002,221.87626447188987,3.609138096732288e-10,1.4057281868017817,1.3248339905921673,255.38276015683388
NGC5005,4.92,258.0,22.5,65.78,278.71,134.88,1.518312e+20,48428.07250999999,220.06379191043672,3.189599536195459e-10,1.321501568600523,1.363762476312486,256.99102725441253
NGC5005,5.74,261.0,22.4,61.84,282.13,124.87,1.771364e+20,47611.518348,218.2006378267488,2.6878449798008757e-10,1.2131142713700027,1.4230217590589789,260.2925788243679
NGC5005,6.56,263.0,22.4,59.41,284.24,116.81,2.024416e+20,46970.546802000004,216.72689450550433,2.3202023102959079e-10,1.1271002099097285,1.4792272367578432,263.59080438233696
NGC5005,7.37,264.0,22.3,58.09,281.24,110.2,2.274382e+20,45344.83779600001,212.94327365756357,1.9937212744385072e-10,1.044796778354402,1.542646377415361,264.48260767106507
NGC5005,8.19,265.0,22.2,58.09,279.02,104.54,2.527434e+20,44213.603220000005,210.27030988705943,1.7493474891925966e-10,0.9786730883740012,1.602074838310675,266.14563913356506
NGC5005,9.01,265.0,22.2,58.19,277.3,99.67,2.780486e+20,43327.599594,208.15282749460792,1.5582743302429864e-10,0.9236800453380724,1.6585265304336456,268.06710620039723
NGC5005,9.83,264.0,22.0,57.28,272.35,95.42,3.0335380000000003e+20,41589.567894,203.93520513633737,1.3709921515405444e-10,0.8663972946484855,1.7255172452360354,267.8871341125063
NGC5005,10.65,264.0,21.9,55.06,264.11,91.67,3.28659e+20,38984.04486000001,197.44377645294372,1.1861547944830357e-10,0.8058798325626443,1.8073206002932203,265.4367483191298
NGC5005,11.47,265.0,22.0,51.82,254.75,88.34,3.5396420000000003e+20,36128.010726,190.0736981436411,1.0206684948929863e-10,0.7475529471609381,1.8994213617433922,261.9586137737387
F574-2,2.17,12.6,10.0,-8.64,21.61,0.0,6.69662e+19,289.46596600000004,17.013699362572503,4.322568191117309e-12,0.15384044583947332,7.013056155392746,45.05597712438392
F574-2,4.32,23.0,10.0,-7.74,27.24,0.0,1.3331520000000002e+20,401.23569599999996,20.030868578271885,3.0096770360769057e-12,0.12836882042770176,8.300748129545655,57.710973419956694
F574-2,6.49,30.0,8.0,15.6,34.0,0.0,2.002814e+20,775.12,27.84097699435133,3.870154692347867e-12,0.1455672794435322,7.381802008830885,75.64246408654992
F574-2,8.65,36.0,8.0,23.65,34.44,0.0,2.66939e+20,1104.9347559999999,33.240558900235115,4.139278097243189e-12,0.15054346435430704,7.155140444210425,88.91548437066164
F574-2,10.83,40.0,8.0,28.17,36.32,0.0,3.3421380000000003e+20,1400.3544040000002,37.42130949071665,4.189995757206914e-12,0.151462944286658,7.11489201940625,99.81668384273242
NGC3769,1.74,87.5,9.4,11.85,126.23,0.0,5.36964e+19,7470.068434000001,86.42955764089042,1.391167458898548e-10,0.8727488966381457,1.7176271651172588,113.27308801089224
NGC3769,3.5,106.0,7.1,22.09,136.2,0.0,1.0801e+20,9021.1705,94.97984259831135,8.352162299787057e-11,0.6762372123907587,2.034699254428422,135.48198732828536
NGC3769,5.24,116.0,5.3,28.99,123.81,0.0,1.617064e+20,7891.721506000001,88.83536179922949,4.880277778739742e-11,0.5169182606171365,2.477427730909088,139.82549732997927
NGC3769,6.98,125.0,5.7,34.81,109.91,0.0,2.154028e+20,6768.631826,82.27169516911633,3.142313761009606e-11,0.41478627445560634,2.945346972522824,141.1947918898949
NGC3769,8.72,126.0,4.4,36.96,98.62,0.0,2.6909920000000003e+20,5839.957624000001,76.41961544001644,2.1701876571911022e-11,0.34470552767514795,3.4296956099389644,141.52482829970995
NGC3769,10.47,123.0,4.4,36.75,89.83,0.0,3.2310420000000003e+20,5062.499794,71.15124590616809,1.5668319365703077e-11,0.2928942263585142,3.9385748429807164,141.20564553601764
NGC3769,12.31,118.0,4.6,34.7,83.14,0.0,3.7988660000000003e+20,4383.729416,66.20973807530127,1.1539573693833893e-11,0.25135902650591896,4.49929770324092,140.4411040010668
NGC3769,14.52,115.0,6.4,34.16,76.18,0.0,4.480872e+20,3836.466104,61.939212975303455,8.561873903115285e-12,0.2165130195779566,5.136688564331678,140.38066663135243
NGC3769,17.07,122.0,15.2,34.92,70.2,0.0,5.2678020000000003e+20,3486.3048,59.044938817819094,6.6181394061508e-12,0.19035643324496992,5.769156349552091,141.82044095755003
NGC3769,31.82,121.0,10.2,33.73,50.64,0.0,9.819652000000001e+20,2317.341316,48.138771442570075,2.359901670649836e-12,0.11367018245122976,9.306852326092365,146.8575957081027
NGC3769,34.61,118.0,10.4,32.54,48.51,0.0,1.0680646e+21,2141.3328460000002,46.27453777186759,2.004872033021224e-12,0.10477144460270373,10.05331475210344,146.7225036927037
NGC3769,37.16,113.0,10.5,31.57,46.75,0.0,1.1467575999999999e+21,2002.02365,44.74397892454358,1.7458124105739525e-12,0.09776837377929631,10.736402519737124,146.61013525821917
UGC07577,0.19,3.74,3.17,-1.81,3.43,0.0,5.8634e+18,8.687954000000001,2.9475335451865514,1.481726302145513e-12,0.09007071251096814,11.609892903183466,10.043217387261137
UGC07577,0.38,5.4,3.17,-1.88,6.16,0.0,1.17268e+19,20.989376,4.58141637487797,1.7898639014906027e-12,0.09899416750768897,10.609853394498392,14.922942142955696
UGC07577,0.57,7.31,3.17,1.42,8.66,0.0,1.7590199999999998e+19,36.514376,6.042712635894578,2.0758363179497676e-12,0.10660956128730327,9.888904163595285,19.002293673593293
UGC07577,0.75,8.85,3.17,4.71,10.45,0.0,2.3145e+19,72.41725,8.509832548293767,3.1288507236984224e-12,0.130885647259054,8.151161156763909,24.295774844191758
UGC07577,0.94,10.7,3.17,5.82,11.68,0.0,2.90084e+19,96.626704,9.829888300484395,3.330990471725431e-12,0.13504742209843493,7.916056818072962,27.65687037622149
UGC07577,1.13,12.4,3.17,6.52,12.49,0.0,3.4871799999999996e+19,114.27044599999999,10.68973554396927,3.2768726019305e-12,0.13394588678968666,7.976860261730827,30.191379229635373
UGC07577,1.32,14.1,3.17,7.99,13.06,0.0,4.07352e+19,142.29935600000002,11.92892937358588,3.4932774602800532e-12,0.13829807784778392,7.742279653722865,33.192188971152035
UGC07577,1.51,15.9,3.17,8.69,12.91,0.0,4.65986e+19,152.183426,12.33626466966399,3.265836870635598e-12,0.13372014754930747,7.989444667026496,34.869199320683016
UGC07577,1.69,17.8,3.17,9.12,11.87,0.0,5.21534e+19,147.98697399999998,12.164989683513914,2.8375326249103594e-12,0.12464361465340529,8.533258156844889,35.53605286173877
UGC09037,2.43,62.2,5.69,10.89,136.53,0.0,7.49898e+19,8693.194914000002,93.23730430466124,1.1592503132426013e-10,0.796687887109794,1.8208954811190823,125.81494082735162
UGC09037,3.65,88.2,3.85,14.29,148.1,0.0,1.12639e+20,10293.6647,101.45769906714817,9.138632889141417e-11,0.7073595462358268,1.9721690525182618,142.48104069784048
UGC09037,4.86,107.0,4.42,16.72,150.72,0.0,1.499796e+20,10729.156864,103.58164347025973,7.153744151871321e-11,0.6258443057581379,2.149657869313408,151.8684183225583
UGC09037,6.08,120.0,3.93,25.95,151.05,0.0,1.876288e+20,11168.809650000003,105.68258915261303,5.952609434159362e-11,0.5708911326302835,2.298965285194959,160.23952590512886
UGC09037,7.29,124.0,5.15,32.85,157.64,0.0,2.249694e+20,12510.292515999998,111.84941893456576,5.56088628764623e-11,0.5517871855967035,2.3580435101238306,171.75509912984978
UGC09037,8.51,128.0,4.29,38.2,155.32,0.0,2.626186e+20,12556.419103999999,112.05542871275804,4.781237545246224e-11,0.51164621278007,2.4969278333420113,177.0662936526457
UGC09037,9.73,133.0,5.36,40.33,153.04,0.0,3.002678e+20,12400.280036,111.35654464826035,4.1297401972505875e-11,0.4755114388079423,2.642476252629908,181.01780443119605
UGC09037,10.96,138.0,6.78,39.17,152.74,0.0,3.382256e+20,12265.862396000002,110.75135392400402,3.6265328218798344e-11,0.44560023316256697,2.7811750407639932,184.69843082495538
UGC09037,12.19,143.0,6.42,46.36,150.89,0.0,3.761834e+20,12622.433965999997,112.34960598951825,3.35539366330359e-11,0.42861892549854547,2.8686841217950905,190.28866465628272
UGC09037,13.41,146.0,5.4,53.75,145.59,0.0,4.138326e+20,12639.428626,112.42521347989516,3.05423705768951e-11,0.40893188490686816,2.9793780887700394,194.05575668574537
UGC09037,14.55,148.0,4.5,56.66,141.61,0.0,4.4901300000000003e+20,12434.915966000002,111.5119543636466,2.7693888519931498e-11,0.38939607804536014,3.100447243416846,196.3512183025734
UGC09037,15.78,154.0,4.46,60.84,137.81,0.0,4.869708e+20,12437.639806000001,111.52416691461991,2.5540832850758202e-11,0.3739530938609103,3.205222542702484,199.66322516729252
UGC09037,17.0,158.0,4.02,62.11,133.01,0.0,5.2462e+20,11995.815745999998,109.52541141671186,2.286572327780107e-11,0.3538279000138608,3.3556570704290656,200.63360616713544
UGC09037,18.23,159.0,5.07,60.94,128.36,0.0,5.6257780000000003e+20,11292.776816000001,106.26747769661235,2.007327131642948e-11,0.33151919606449026,3.5439927079331404,200.05378948727872
UGC09037,19.46,160.0,7.33,60.06,123.99,0.0,6.005356e+20,10679.022846,103.33935768137907,1.7782497567171702e-11,0.3120297349531611,3.7307831526455426,199.60240108919945
UGC09037,20.69,158.0,7.82,64.05,120.09,0.0,6.384934e+20,10736.342226,103.6163221987733,1.6815118568179405e-11,0.3034237491196466,3.820967526580326,202.54188455674824
UGC09037,21.92,155.0,8.07,63.17,117.0,0.0,6.764512e+20,10287.388900000002,101.42676619117856,1.5207880331944125e-11,0.28855854964382055,3.9895144406045806,202.5874788151165
UGC09037,23.14,156.0,7.93,61.23,113.92,0.0,7.141004e+20,9718.885444,98.58440771237609,1.3609970592370483e-11,0.27297834512702673,4.186014235657603,201.70124645948388
UGC09037,24.28,154.0,9.09,62.4,110.72,0.0,7.492808e+20,9532.862464,97.63637879397207,1.2722683490621937e-11,0.26393012580971786,4.31085029449366,202.71838338024986
UGC09037,25.51,150.0,13.4,60.16,107.64,0.0,7.872386000000001e+20,8948.955616,94.59891974013233,1.1367526460211678e-11,0.24947819321015552,4.529134686712124,201.32318617157054
UGC09037,26.73,141.0,20.1,64.54,105.08,0.0,8.248878e+20,9244.642544,96.14906418681359,1.1207151498664421e-11,0.247712102001253,4.557566063628122,205.26341400480294
UGC09037,27.96,152.0,16.0,66.58,102.79,0.0,8.628456e+20,9293.157086,96.40102222487062,1.0770359246196536e-11,0.24283690996271493,4.638206684590261,207.61402485678212
NGC1705,0.22,50.2,7.5,5.62,33.24,0.0,6.7892e+18,539.8372960000002,23.23439898082152,7.95141247864255e-11,0.6598143319864428,2.070167525727955,33.42983157833718
NGC1705,0.66,62.2,7.51,13.36,44.88,0.0,2.03676e+19,1105.0282240000001,33.24196480354313,5.425421866101061e-11,0.5450249200959624,2.379973949901532,51.2829249070873
NGC1705,1.11,72.4,5.35,17.38,43.65,0.0,3.4254600000000004e+19,1178.5127499999999,34.329473488534596,3.440451063506798e-11,0.4340175545896698,2.8401093560647124,57.85417087398758
NGC1705,1.55,73.2,3.31,17.38,39.37,0.0,4.7833e+19,1015.0629739999999,31.860052950364032,2.1220976606108752e-11,0.34086490293757565,3.462064149331373,59.280799012826094
NGC1705,2.0,72.9,3.21,17.17,35.3,0.0,6.172e+19,868.0102999999999,29.46201452718398,1.4063679520414776e-11,0.2774911161846273,4.126813609502376,59.85078712287952
NGC1705,2.45,72.6,2.73,16.22,31.81,0.0,7.5607e+19,728.551406,26.991691425325683,9.636031134683297e-12,0.2296934973806437,4.872752133580655,59.58229953610121
NGC1705,2.89,71.5,3.41,15.26,28.94,0.0,8.91854e+19,618.128456,24.862189284131837,6.93082562841003e-12,0.19480140708275748,5.649656338821711,59.09495198108276
NGC1705,3.34,71.1,4.38,14.31,26.66,0.0,1.030724e+20,531.723676,23.059134328937848,5.158739643202254e-12,0.16806272779225573,6.46415792236577,58.62717640075164
NGC1705,3.78,71.4,4.6,13.46,24.88,0.0,1.166508e+20,465.918224,21.58513896179499,3.9941279785479405e-12,0.14788039139746448,7.274540632748167,58.21804747692817
NGC1705,4.22,71.5,5.68,13.36,23.42,0.0,1.302292e+20,430.79794400000003,20.755672574021784,3.3079980833791503e-12,0.13458052800189757,7.941707102769355,58.49163266419596
NGC1705,4.66,71.5,6.2,13.36,22.2,0.0,1.438076e+20,405.196,20.12948086762299,2.8176257722123173e-12,0.12420562334325794,8.561513070254048,58.898988531337785
NGC1705,5.11,71.3,6.43,13.46,21.14,0.0,1.576946e+20,386.74541600000003,19.665843892393738,2.4524962554202877e-12,0.11587874411138804,9.13936477399114,59.45256454933589
NGC1705,5.56,71.8,9.68,13.46,20.22,0.0,1.715816e+20,369.24186399999996,19.215667149490283,2.151989863714991e-12,0.1085474721097454,9.721602928714043,59.913460811959716
